Red Fighter,Blue Fighter,Betting Odds (Red),Betting Odds (Blue),Payout (Red),Payout (Blue),Date,Location,Country,Winner,Weight Class,Gender,Number of Rounds,Wins (Blue),Stance (Blue),Height_cms (Blue),Reach_cms (Blue),Weight_lbs (Blue),Wins (Red),Stance (Red),Height_cms (Red),Reach_cms (Red),Weight_lbs (Red),Age (Red),Age (Blue),Women's Strawweight Ranking (Blue),Women's Bantamweight Ranking (Blue),Heavyweight Ranking (Red),Welterweight Ranking (Blue),Knockdowns (Red),Knockdowns (Blue) ,Significant Strikes Landed (Red),Significant Strikes Landed (Blue),Average Accuracy of Significant Strikes Landed (Red),Average Accuracy of Significant Strikes Landed (Blue),Total Number of Strikes Landed (Red),Total Number of Strikes Landed (Blue),Total Number of Strikes Attempted (Red),Total Number of Strikes Attempted (Blue),Average Takedowns Landed (Red),Average Takedowns Landed (Blue),Accuracy of Takedowns Landed (Red),Accuracy of Takedowns Landed (Blue),Number of Submissions Attempted (Red),Guard Passes (Red),Guard Passes (Blue)
Thiago Silva,Rafael Feijao,190,-210,190,47.61904762,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Light Heavyweight,MALE,3,0,Orthodox,185.42,185.42,205,5,Orthodox,187.96,187.96,205,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Silva,Jason High,-410,365,24.3902439,365,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Welterweight,MALE,3,0,Southpaw,172.72,180.34,155,2,Orthodox,182.88,187.96,170,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Sarafian,Eddie Mendez,-440,390,22.72727273,390,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Middleweight,MALE,3,0,Orthodox,177.8,193.04,185,0,Orthodox,175.26,185.42,185,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rony Jason,Mike Wilkinson,-330,300,30.3030303,300,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Featherweight,MALE,3,1,Switch,170.18,172.72,145,2,Orthodox,170.18,177.8,145,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael Assuncao,Vaughan Lee,-430,380,23.25581395,380,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Bantamweight,MALE,3,2,Orthodox,167.64,167.64,125,3,Orthodox,165.1,167.64,135,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godofredo Pepey,Felipe Arantes,200,-220,200,45.45454545,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Blue,Featherweight,MALE,3,1,Orthodox,172.72,185.42,135,1,Orthodox,170.18,185.42,145,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ildemar Alcantara,Leandro Silva,-170,160,58.82352941,160,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Welterweight,MALE,3,0,Orthodox,175.26,182.88,155,1,Orthodox,187.96,198.12,185,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Damm,Mizuto Hirota,-155,145,64.51612903,145,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Featherweight,MALE,3,0,Orthodox,170.18,170.18,155,1,Orthodox,170.18,180.34,155,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caio Magalhaes,Karlos Vemola,115,-125,115,80,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Middleweight,MALE,3,2,Orthodox,182.88,190.5,185,0,Orthodox,185.42,185.42,185,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Braga Neto,Anthony Smith,-240,220,41.66666667,220,6/8/13,"Fortaleza, Ceara, Brazil", Brazil,Red,Middleweight,MALE,3,0,Orthodox,193.04,193.04,205,0,Orthodox,190.5,195.58,185,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cain Velasquez,Antonio Silva,-705,570,14.18439716,570,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Heavyweight,MALE,5,2,Orthodox,193.04,203.2,264,9,Orthodox,185.42,195.58,240,30,33,0,0,0,0,1,0,18,1,0.64,0.33,18,2,28,4,0,0,0,0,0,0,0
Junior Dos Santos,Mark Hunt,-475,420,21.05263158,420,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Heavyweight,MALE,3,4,Orthodox,177.8,182.88,265,9,Orthodox,193.04,195.58,238,29,39,0,0,1,0,2,0,74,29,0.56,0.29,80,34,137,105,1,0,1,0,0,2,0
Glover Teixeira,James Te Huna,-420,375,23.80952381,375,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Light Heavyweight,MALE,3,5,Orthodox,187.96,190.5,185,3,Orthodox,187.96,193.04,205,33,31,0,0,0,0,0,0,12,8,0.54,0.38,25,11,37,24,1,0,0.5,0,1,2,0
Gray Maynard,TJ Grant,-135,125,74.07407407,125,5/25/13,"Las Vegas, Nevada, USA", USA,Blue,Lightweight,MALE,3,7,Orthodox,177.8,182.88,155,9,Orthodox,175.26,177.8,155,34,29,0,0,0,0,0,3,13,26,0.46,0.5,13,29,28,55,0,0,0,0,0,0,0
Donald Cerrone,KJ Noons,-270,248,37.03703704,248,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Lightweight,MALE,3,0,Orthodox,177.8,182.88,155,6,Orthodox,185.42,185.42,155,30,30,0,0,0,0,0,0,78,42,0.51,0.34,130,56,213,136,4,0,0.57,0,0,4,0
Mike Pyle,Rick Story,150,-160,150,62.5,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Welterweight,MALE,3,8,Southpaw,175.26,180.34,170,7,Orthodox,182.88,187.96,170,37,28,0,0,0,0,0,1,33,57,0.44,0.51,86,94,133,149,0,3,0,0.42,2,1,0
Dennis Bermudez,Max Holloway,-295,265,33.89830508,265,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Featherweight,MALE,3,3,Orthodox,180.34,175.26,155,3,Orthodox,167.64,167.64,155,26,21,0,0,0,0,0,0,73,75,0.32,0.38,78,79,231,197,4,0,0.44,0,0,3,1
Colton Smith,Robert Whittaker,-140,130,71.42857143,130,5/25/13,"Las Vegas, Nevada, USA", USA,Blue,Welterweight,MALE,3,1,Orthodox,182.88,185.42,185,1,Orthodox,182.88,180.34,155,25,22,0,0,0,0,1,2,33,53,0.36,0.46,33,54,91,114,0,1,0,1,1,0,0
Khabib Nurmagomedov,Abel Trujillo,-305,275,32.78688525,275,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Lightweight,MALE,3,1,Orthodox,172.72,177.8,155,3,Orthodox,177.8,177.8,155,24,29,0,0,0,0,0,0,23,11,0.57,0.36,46,18,68,39,21,1,0.77,1,2,3,1
Stephen Thompson,Nah-Shon Burrell,-170,160,58.82352941,160,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Welterweight,MALE,3,1,Orthodox,180.34,185.42,170,1,Orthodox,182.88,190.5,170,30,23,0,0,0,0,0,0,65,56,0.48,0.46,87,78,158,144,2,0,0.5,0,0,1,0
Brian Bowles,George Roop,-295,265,33.89830508,265,5/25/13,"Las Vegas, Nevada, USA", USA,Blue,Bantamweight,MALE,3,3,Orthodox,185.42,182.88,135,2,Orthodox,170.18,177.8,135,32,31,0,0,0,0,1,1,24,44,0.33,0.44,28,46,76,103,0,0,0,0,1,1,0
Jeremy Stephens,Estevan Payan,-170,160,58.82352941,160,5/25/13,"Las Vegas, Nevada, USA", USA,Red,Featherweight,MALE,3,0,Orthodox,177.8,182.88,145,7,Orthodox,172.72,180.34,145,27,31,0,0,0,0,0,0,49,25,0.55,0.26,82,46,123,118,6,0,0.6,0,1,3,0
Vitor Belfort,Luke Rockhold,-105,-105,95.23809524,95.23809524,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Middleweight,MALE,5,0,Southpaw,190.5,195.58,185,11,Southpaw,182.88,187.96,185,36,28,0,0,0,0,1,0,9,6,0.45,0.4,10,6,21,15,0,0,0,0,0,0,0
Jacare Souza,Chris Camozzi,-600,500,16.66666667,500,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Middleweight,MALE,3,6,Orthodox,187.96,193.04,185,0,Orthodox,185.42,182.88,185,33,26,0,0,0,0,0,0,8,4,0.5,0.28,12,10,21,21,1,0,0.33,0,1,4,0
Rafael Dos Anjos,Evan Dunham,-210,190,47.61904762,190,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Lightweight,MALE,3,7,Southpaw,177.8,177.8,155,7,Southpaw,172.72,177.8,170,28,31,0,0,0,0,0,0,66,68,0.36,0.25,86,90,204,295,0,3,0,0.42,0,0,0
Rafael Natal,Joao Zeferino,-300,270,33.33333333,270,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Middleweight,MALE,3,0,Orthodox,180.34,185.42,170,3,Orthodox,182.88,193.04,185,30,27,0,0,0,0,0,0,29,14,0.43,0.35,112,22,162,50,1,0,0.5,0,0,6,1
Hacran Dias,Nik Lentz,-109,-101,91.74311927,99.00990099,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Blue,Featherweight,MALE,3,7,Orthodox,172.72,172.72,155,1,Orthodox,172.72,175.26,155,28,28,0,0,0,0,0,1,40,42,0.46,0.44,56,61,103,114,1,4,0.33,0.23,1,2,6
Francisco Trinaldo,Mike Rio,-320,290,31.25,290,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Lightweight,MALE,3,1,Orthodox,177.8,180.34,155,2,Southpaw,175.26,177.8,155,34,31,0,0,0,0,0,0,5,5,0.62,0.45,6,8,9,14,1,1,1,0.33,1,1,0
Gleison Tibau,John Cholish,-255,235,39.21568627,235,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Lightweight,MALE,3,1,Orthodox,180.34,182.88,155,11,Southpaw,177.8,180.34,155,29,29,0,0,0,0,0,0,21,9,0.31,0.34,23,9,69,26,2,0,0.5,0,1,0,0
Paulo Thiago,Michel Prazeres,-190,175,52.63157895,175,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Welterweight,MALE,3,0,Orthodox,167.64,170.18,170,4,Orthodox,180.34,185.42,170,32,31,0,0,0,0,0,0,46,30,0.5,0.47,98,36,148,72,2,3,0.5,0.25,0,4,0
Iuri Alcantara,Iliarde Santos,-525,450,19.04761905,450,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Bantamweight,MALE,3,0,Orthodox,165.1,167.64,125,2,Southpaw,175.26,180.34,135,32,32,0,0,0,0,0,0,19,3,0.51,0.3,23,4,41,11,0,0,0,0,0,0,0
Fabio Maldonado,Roger Hollett,-265,245,37.73584906,245,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Light Heavyweight,MALE,3,0,Orthodox,180.34,177.8,205,1,Orthodox,185.42,190.5,205,33,34,0,0,0,0,0,0,100,29,0.66,0.65,156,32,211,47,1,2,0.5,0.28,0,0,2
John Lineker,Azamat Gashimov,105,-115,105,86.95652174,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Flyweight,MALE,3,0,Orthodox,167.64,167.64,125,1,Orthodox,160.02,170.18,135,22,23,0,0,0,0,3,0,36,7,0.45,0.18,46,8,92,39,0,0,0,0,0,0,0
Jussier Formiga,Chris Cariaso,-165,155,60.60606061,155,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Flyweight,MALE,3,4,Southpaw,160.02,160.02,125,0,Orthodox,165.1,170.18,125,28,31,0,0,0,0,0,0,10,26,0.38,0.28,33,64,50,129,4,1,0.5,1,0,6,2
Lucas Martins,Jeremy Larsen,-315,285,31.74603175,285,5/18/13,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,Lightweight,MALE,3,0,Orthodox,177.8,177.8,145,0,Southpaw,182.88,182.88,145,24,28,0,0,0,0,1,1,39,52,0.35,0.48,44,59,116,116,0,2,0,0.28,0,0,0
Jon Jones,Chael Sonnen,-875,685,11.42857143,685,4/27/13,"Newark, New Jersey, USA", USA,Red,Light Heavyweight,MALE,5,6,Southpaw,185.42,187.96,205,11,Orthodox,193.04,213.36,205,25,36,0,0,0,0,0,0,20,6,0.74,0.4,35,38,43,51,3,0,0.5,0,0,0,0
Michael Bisping,Alan Belcher,-175,165,57.14285714,165,4/27/13,"Newark, New Jersey, USA", USA,Red,Middleweight,MALE,3,9,Orthodox,187.96,185.42,185,13,Orthodox,185.42,190.5,185,34,29,0,0,0,0,0,0,93,29,0.41,0.19,94,29,226,150,0,0,0,0,0,0,0
Roy Nelson,Cheick Kongo,-235,215,42.55319149,215,4/27/13,"Newark, New Jersey, USA", USA,Red,Heavyweight,MALE,3,11,Orthodox,193.04,208.28,240,5,Orthodox,182.88,182.88,263,36,37,0,0,6,0,1,0,2,4,0.4,0.66,3,8,6,10,0,0,0,0,0,0,0
Phil Davis,Vinny Magalhaes,-280,255,35.71428571,255,4/27/13,"Newark, New Jersey, USA", USA,Red,Light Heavyweight,MALE,3,1,Orthodox,190.5,200.66,205,6,Orthodox,187.96,200.66,205,28,28,0,0,0,0,0,0,79,29,0.29,0.19,83,30,272,152,0,1,0,0.33,0,0,0
Rustam Khabilov,Yancy Medeiros,-185,170,54.05405405,170,4/27/13,"Newark, New Jersey, USA", USA,Red,Lightweight,MALE,3,0,Orthodox,177.8,190.5,155,1,Orthodox,172.72,185.42,155,26,25,0,0,0,0,0,0,3,4,0.17,0.22,4,4,18,18,1,0,0.5,0,0,0,0
Gian Villante,Ovince Saint Preux,135,-145,135,68.96551724,4/27/13,"Newark, New Jersey, USA", USA,Blue,Light Heavyweight,MALE,3,0,Southpaw,190.5,203.2,205,0,Orthodox,190.5,193.04,205,27,30,0,0,0,0,0,0,28,47,0.56,0.55,35,57,57,94,0,0,0,0,0,0,0
Sara McMann,Sheila Gaff,-570,480,17.54385965,480,4/27/13,"Newark, New Jersey, USA", USA,Red,Women's Bantamweight,FEMALE,3,0,Orthodox,165.1,157.48,135,0,Orthodox,167.64,167.64,135,32,23,0,9,0,0,0,0,8,7,0.88,0.58,72,15,73,20,2,0,1,0,0,1,0
Bryan Caraway,Johnny Bedford,100,-110,100,90.90909091,4/27/13,"Newark, New Jersey, USA", USA,Red,Bantamweight,MALE,3,2,Orthodox,177.8,180.34,135,2,Orthodox,172.72,172.72,135,28,30,0,0,0,0,0,0,43,50,0.39,0.38,125,59,202,140,3,0,0.42,0,1,6,0
Leonard Garcia,Cody McKenzie,-205,188,48.7804878,188,4/27/13,"Newark, New Jersey, USA", USA,Blue,Featherweight,MALE,3,2,Switch,182.88,182.88,155,2,Orthodox,177.8,175.26,145,33,25,0,0,0,0,0,0,15,30,0.19,0.55,30,84,92,111,0,5,0,0.38,0,0,5
Steven Siler,Kurt Holobaugh,-115,105,86.95652174,105,4/27/13,"Newark, New Jersey, USA", USA,Red,Featherweight,MALE,3,0,Orthodox,180.34,177.8,155,3,Orthodox,180.34,177.8,145,26,26,0,0,0,0,0,0,50,41,0.45,0.44,128,133,201,196,1,1,0.25,0.5,2,3,0
Benson Henderson,Gilbert Melendez,-310,280,32.25806452,280,4/20/13,"San Jose, California, USA", USA,Red,Lightweight,MALE,5,0,Orthodox,175.26,185.42,145,6,Southpaw,175.26,177.8,170,29,31,0,0,0,0,0,0,68,43,0.4,0.22,92,56,191,204,0,1,0,1,0,1,0
Frank Mir,Daniel Cormier,335,-375,335,26.66666667,4/20/13,"San Jose, California, USA", USA,Blue,Heavyweight,MALE,3,0,Orthodox,180.34,182.88,235,14,Southpaw,190.5,200.66,264,33,34,0,0,6,0,0,0,24,59,0.4,0.61,53,102,89,139,0,0,0,0,0,0,0
Nate Diaz,Josh Thomson,-145,135,68.96551724,135,4/20/13,"San Jose, California, USA", USA,Blue,Lightweight,MALE,3,2,Orthodox,177.8,180.34,155,11,Southpaw,182.88,193.04,170,28,34,0,0,0,0,0,1,21,36,0.28,0.5,40,44,94,79,1,1,1,1,1,0,0
Matt Brown,Jordan Mein,290,-320,290,31.25,4/20/13,"San Jose, California, USA", USA,Red,Welterweight,MALE,3,1,Orthodox,182.88,185.42,170,9,Orthodox,182.88,190.5,170,32,23,0,0,0,0,0,1,40,24,0.47,0.41,41,25,85,59,0,0,0,0,1,1,1
Chad Mendes,Darren Elkins,-615,510,16.2601626,510,4/20/13,"San Jose, California, USA", USA,Red,Featherweight,MALE,3,6,Orthodox,177.8,180.34,145,4,Orthodox,167.64,167.64,145,27,28,0,0,0,0,1,0,7,2,0.5,0.6,7,2,14,29,0,0,0,0,0,0,0
Francis Carmont,Lorenz Larkin,-110,100,90.90909091,100,4/20/13,"San Jose, California, USA", USA,Red,Middleweight,MALE,3,0,Orthodox,180.34,182.88,170,4,Orthodox,190.5,198.12,205,31,26,0,0,0,0,0,0,12,32,0.16,0.39,13,36,78,88,2,0,0.18,0,0,2,1
Ramsey Nijem,Myles Jury,190,-210,190,47.61904762,4/20/13,"San Jose, California, USA", USA,Blue,Lightweight,MALE,3,2,Orthodox,177.8,185.42,145,3,Orthodox,180.34,190.5,155,25,24,0,0,0,0,0,1,6,5,0.21,0.2,10,14,32,37,1,2,1,1,0,2,1
Joseph Benavidez,Darren Uyenoyama,-570,480,17.54385965,480,4/20/13,"San Jose, California, USA", USA,Red,Flyweight,MALE,3,2,Orthodox,167.64,162.56,125,4,Southpaw,162.56,165.1,125,28,33,0,0,0,0,2,0,57,11,0.37,0.33,63,11,162,33,2,0,1,0,0,0,0
Tim Means,Jorge Masvidal,100,-120,100,83.33333333,4/20/13,"San Jose, California, USA", USA,Blue,Lightweight,MALE,3,0,Orthodox,180.34,187.96,170,2,Orthodox,187.96,190.5,170,29,28,0,0,0,0,0,0,43,50,0.32,0.37,68,71,161,157,0,6,0,0.75,0,1,2
TJ Dillashaw,Hugo Viana,-320,290,31.25,290,4/20/13,"San Jose, California, USA", USA,Red,Bantamweight,MALE,3,2,Orthodox,167.64,170.18,135,3,Orthodox,167.64,170.18,125,27,30,0,0,0,0,1,0,21,11,0.47,0.32,22,13,45,36,1,0,0.33,0,0,1,0
Anthony Njokuani,Roger Bowling,-175,165,57.14285714,165,4/20/13,"San Jose, California, USA", USA,Red,Lightweight,MALE,3,0,Orthodox,175.26,172.72,155,2,Orthodox,185.42,190.5,155,33,30,0,0,0,0,1,0,26,27,0.56,0.35,28,32,48,82,0,1,0,1,0,0,0
Clifford Starks,Yoel Romero,165,-175,165,57.14285714,4/20/13,"San Jose, California, USA", USA,Blue,Middleweight,MALE,3,0,Southpaw,182.88,185.42,185,1,Orthodox,182.88,195.58,185,31,35,0,0,0,0,0,1,3,12,0.16,1,3,12,18,12,0,0,0,0,0,0,0
Urijah Faber,Scott Jorgensen,-440,390,22.72727273,390,4/13/13,"Las Vegas, Nevada, USA", USA,Red,Bantamweight,MALE,5,3,Orthodox,165.1,167.64,135,3,Orthodox,167.64,170.18,135,33,30,0,0,0,0,0,0,93,73,0.57,0.43,119,76,200,173,4,1,0.66,0.16,3,4,0
Uriah Hall,Kelvin Gastelum,-285,258,35.0877193,258,4/13/13,"Las Vegas, Nevada, USA", USA,Blue,Middleweight,MALE,3,0,Southpaw,175.26,180.34,185,0,Orthodox,182.88,200.66,185,28,21,0,0,0,0,0,0,44,31,0.57,0.41,81,81,121,141,2,3,0.66,0.5,0,1,5
Miesha Tate,Cat Zingano,105,-115,105,86.95652174,4/13/13,"Las Vegas, Nevada, USA", USA,Blue,Women's Bantamweight,FEMALE,3,0,Southpaw,167.64,172.72,145,0,Orthodox,167.64,165.1,135,26,30,0,4,0,0,0,0,23,35,0.54,0.83,54,107,80,120,3,1,0.42,1,3,5,4
Travis Browne,Gabriel Gonzaga,-245,225,40.81632653,225,4/13/13,"Las Vegas, Nevada, USA", USA,Red,Heavyweight,MALE,3,9,Orthodox,187.96,193.04,242,4,Orthodox,198.12,200.66,255,30,33,0,0,0,0,1,0,9,1,0.9,1,11,3,12,3,0,0,0,0,0,0,0
Bubba McDaniel,Gilbert Smith,-210,190,47.61904762,190,4/13/13,"Las Vegas, Nevada, USA", USA,Red,Middleweight,MALE,3,0,Southpaw,175.26,190.5,185,0,Southpaw,190.5,190.5,185,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Samman,Kevin Casey,-455,405,21.97802198,405,4/13/13,"Las Vegas, Nevada, USA", USA,Red,Middleweight,MALE,3,0,Southpaw,180.34,195.58,185,0,Orthodox,190.5,200.66,185,25,31,0,0,0,0,1,0,36,14,0.58,0.63,55,64,83,76,0,0,0,0,0,0,0
Luke Barnatt,Collin Hart,-115,105,86.95652174,105,4/13/13,"Las Vegas, Nevada, USA", USA,Red,Middleweight,MALE,3,0,Orthodox,185.42,193.04,185,0,Orthodox,198.12,195.58,185,24,23,0,0,0,0,0,0,113,95,0.48,0.44,119,104,238,223,1,2,0.5,0.16,1,0,1
Dylan Andrews,Jimmy Quinlan,-130,120,76.92307692,120,4/13/13,"Las Vegas, Nevada, USA", USA,Red,Middleweight,MALE,3,0,Orthodox,182.88,182.88,185,0,Switch,185.42,185.42,185,33,26,0,0,0,0,1,0,20,7,0.83,0.7,33,7,40,10,0,1,0,0.25,0,0,1
Bristol Marunde,Clint Hester,130,-140,130,71.42857143,4/13/13,"Las Vegas, Nevada, USA", USA,Blue,Middleweight,MALE,3,0,Orthodox,187.96,195.58,205,0,Orthodox,185.42,180.34,170,30,26,0,0,0,0,0,2,21,66,0.25,0.46,29,78,93,156,3,0,0.33,0,0,0,0
Cole Miller,Bart Palaszewski,140,-150,140,66.66666667,4/13/13,"Las Vegas, Nevada, USA", USA,Red,Featherweight,MALE,3,1,Orthodox,175.26,177.8,145,7,Orthodox,185.42,187.96,145,28,29,0,0,0,0,0,0,5,18,0.11,0.29,6,18,44,62,1,0,1,0,1,0,0
Sam Sicilia,Maximo Blanco,180,-195,180,51.28205128,4/13/13,"Las Vegas, Nevada, USA", USA,Blue,Featherweight,MALE,3,0,Orthodox,172.72,180.34,145,1,Orthodox,172.72,170.18,145,27,29,0,0,0,0,0,0,26,52,0.26,0.35,32,86,107,180,1,2,0.14,0.5,1,0,1
Justin Lawrence,Daniel Pineda,100,-110,100,90.90909091,4/13/13,"Las Vegas, Nevada, USA", USA,Blue,Featherweight,MALE,3,2,Orthodox,170.18,175.26,145,1,Orthodox,172.72,170.18,145,22,27,0,0,0,0,0,0,0,1,0,0.5,0,4,2,5,0,2,0,0.66,0,0,3
Gegard Mousasi,Ilir Latifi,-710,575,14.08450704,575,4/6/13,"Stockholm, Sweden", Sweden,Red,Light Heavyweight,MALE,3,0,Orthodox,177.8,185.42,205,0,Orthodox,187.96,193.04,185,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Couture,Ross Pearson,310,-340,310,29.41176471,4/6/13,"Stockholm, Sweden", Sweden,Blue,Lightweight,MALE,3,6,Orthodox,172.72,175.26,155,0,Orthodox,177.8,190.5,155,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mitrione,Philip De Fries,-250,230,40,230,4/6/13,"Stockholm, Sweden", Sweden,Red,Heavyweight,MALE,3,2,Orthodox,195.58,208.28,250,5,Switch,190.5,200.66,265,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Pickett,Mike Easton,-145,135,68.96551724,135,4/6/13,"Stockholm, Sweden", Sweden,Red,Bantamweight,MALE,3,3,Southpaw,167.64,177.8,135,2,Orthodox,167.64,172.72,135,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Brandao,Pablo Garza,-220,200,45.45454545,200,4/6/13,"Stockholm, Sweden", Sweden,Red,Featherweight,MALE,3,3,Orthodox,185.42,185.42,145,2,Orthodox,170.18,172.72,145,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akira Corassani,Robert Peralta,420,-475,420,21.05263158,4/6/13,"Stockholm, Sweden", Sweden,Red,Featherweight,MALE,3,2,Orthodox,172.72,180.34,145,1,Orthodox,172.72,172.72,145,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reza Madadi,Michael Johnson,260,-290,260,34.48275862,4/6/13,"Stockholm, Sweden", Sweden,Red,Lightweight,MALE,3,4,Southpaw,177.8,185.42,145,1,Orthodox,180.34,182.88,155,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tor Troeng,Adam Cella,-240,220,41.66666667,220,4/6/13,"Stockholm, Sweden", Sweden,Red,Middleweight,MALE,3,0,Orthodox,187.96,198.12,170,0,Orthodox,187.96,195.58,185,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Spang,Adlan Amagov,175,-190,175,52.63157895,4/6/13,"Stockholm, Sweden", Sweden,Blue,Welterweight,MALE,3,0,Orthodox,187.96,193.04,170,0,Orthodox,187.96,194,170,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Brimage,Conor McGregor,140,-150,140,66.66666667,4/6/13,"Stockholm, Sweden", Sweden,Blue,Featherweight,MALE,3,0,Southpaw,175.26,187.96,155,3,Southpaw,162.56,180.34,135,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benny Alloway,Ryan LaFlare,240,-260,240,38.46153846,4/6/13,"Stockholm, Sweden", Sweden,Blue,Welterweight,MALE,3,0,Southpaw,185.42,187.96,170,1,Orthodox,180.34,190.5,170,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kuiper,Tom Lawlor,125,-135,125,74.07407407,4/6/13,"Stockholm, Sweden", Sweden,Blue,Middleweight,MALE,3,4,Southpaw,182.88,187.96,205,1,Orthodox,182.88,185.42,185,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy Abedi,Besam Yousef,-120,110,83.33333333,110,4/6/13,"Stockholm, Sweden", Sweden,Red,Welterweight,MALE,3,0,Orthodox,180.34,180.34,170,0,Southpaw,180.34,187.96,185,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges St-Pierre,Nick Diaz,-545,465,18.34862385,465,3/16/13,"Montreal, Quebec, Canada", Canada,Red,Welterweight,MALE,5,7,Southpaw,185.42,193.04,185,17,Orthodox,180.34,193.04,185,31,29,0,0,0,3,0,0,105,41,0.62,0.3,210,80,285,176,9,0,0.56,0,0,2,0
Carlos Condit,Johny Hendricks,-115,105,86.95652174,105,3/16/13,"Montreal, Quebec, Canada", Canada,Blue,Welterweight,MALE,3,9,Southpaw,175.26,175.26,185,5,Orthodox,187.96,190.5,170,28,29,0,0,0,1,0,0,42,30,0.28,0.42,94,69,201,112,0,12,0,0.8,0,1,1
Jake Ellenberger,Nate Marquardt,-135,125,74.07407407,125,3/16/13,"Montreal, Quebec, Canada", Canada,Red,Welterweight,MALE,3,10,Orthodox,182.88,187.96,185,7,Orthodox,175.26,180.34,170,27,33,0,0,0,0,1,0,13,13,0.52,0.56,13,13,25,23,0,0,0,0,0,0,0
